,When
1144,W - 3:55P - 6:40P
1145,R - 2:30P - 5:00P
1146,T - 12:30P - 3:00P
1147,R - 9:30A - 12:00P
1148,TBA
1149,TBA
1150,TBA
1151,TBA
1152,TBA
1153,TBA
1154,TBA
1155,TBA
1156,TBA
1157,TBA
1158,TBA
1159,TBA
1160,TBA
1161,TBA
1162,TBA
1163,TBA
1164,TBA
1165,TBA
1166,TBA
1167,TBA
1168,TBA
1169,TBA
1170,TBA
1171,TBA
1172,TBA
1173,TBA
1174,TBA
1175,TBA
1176,TBA
1177,TBA
1178,TBA
1179,TBA
1180,TBA
1181,TBA
1182,TBA
1183,TBA
1184,TBA
1185,TBA
1186,TBA
1187,TBA
1188,TBA
1189,TBA
1190,TBA
1191,TBA
1192,TBA
1193,TBA
1194,TBA
1195,TBA
1196,TBA
1197,TBA
1198,TBA
1199,TBA
1200,TBA
1201,TBA
1202,TBA
1203,TBA
1204,TBA
1205,TBA
1206,TBA
1207,TBA
1208,TBA
1209,TBA
1210,TBA
1211,TBA
1212,TBA
1213,TBA
1214,TBA
1215,TBA
1216,TBA
1217,TBA
1218,TBA
1219,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1220,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1221,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1222,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1223,(01) T - 9:35A - 12:20P(11) R - 9:35A - 12:20P
1224,(01) T - 9:35A - 12:20P(11) R - 9:35A - 12:20P
1225,(01) T - 9:35A - 12:20P(11) R - 9:35A - 12:20P
1226,(01) T - 9:35A - 12:20P(11) R - 9:35A - 12:20P
1227,(01) T - 3:55P - 6:45P(11) R - 3:55P - 6:45P
1228,(01) T - 3:55P - 6:45P(11) R - 3:55P - 6:45P
1229,(01) T - 9:35A - 12:20P(11) R - 9:35A - 12:20P
1230,(01) T - 9:35A - 12:20P(11) R - 9:35A - 12:20P
1231,M W - 2:20P - 5:05P
1232,M W - 2:20P - 5:05P
1233,M W - 2:20P - 5:05P
1234,T R - 12:45P - 3:30P
1235,T R - 12:45P - 3:30P
1236,T R - 12:45P - 3:30P
1237,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1238,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1239,T R - 11:10A - 12:25P
1240,T R - 11:10A - 12:25P
1241,T R - 11:10A - 12:25P
1242,M W - 2:20P - 3:35P
1243,M W - 2:20P - 3:35P
1244,M W - 2:20P - 3:35P
1245,T R - 3:55P - 6:45P
1246,T R - 12:45P - 3:30P
1247,T R - 12:45P - 3:30P
1248,F - 11:40A - 12:30P
1249,T - 5:00P - 6:00P
1250,M - 6:00P - 8:00P
1251,M - 6:00P - 8:00P
1252,M - 6:00P - 8:00P
1253,T - 5:40P - 7:40P
1254,T - 5:40P - 7:40P
1255,T - 5:40P - 7:40P
1256,(01) M - 2:20P - 5:05P(11) W - 2:20P - 5:05P
1257,(01) M - 2:20P - 5:05P(11) W - 2:20P - 5:05P
1258,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1259,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1260,T R - 12:45P - 3:30P
1261,T R - 9:35A - 12:20P
1262,T R - 9:35A - 12:20P
1263,T R - 9:35A - 12:20P
1264,M W - 9:35A - 10:50A
1265,T R - 2:20P - 3:35P
1266,T R - 9:35A - 10:50A
1267,R - 3:55P - 5:55P
1268,R - 12:45P - 3:30P
1269,T R - 9:35A - 12:20P
1270,(01) T - 12:45P - 3:30P(11) R - 12:45P - 3:30P
1271,(01) T - 12:45P - 3:30P(11) R - 12:45P - 3:30P
1272,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1273,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1274,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1275,(01) M - 11:10A - 1:55P(11) W - 11:10A - 1:55P
1276,(01) M - 2:20P - 5:05P(11) W - 2:20P - 5:05P
1277,(01) M - 2:20P - 5:05P(11) W - 2:20P - 5:05P
1278,M W F - 2:30P - 3:20P
1279,M W - 12:45P - 2:00P
1280,TBA
1281,TBA
1282,TBA
1283,TBA
1284,TBA
1285,TBA
1286,TBA
1287,TBA
1288,TBA
1289,TBA
1290,TBA
1291,TBA
1292,TBA
1293,TBA
1294,TBA
1295,TBA
1296,TBA
1297,TBA
1298,TBA
1299,TBA
1300,R - 12:45P - 3:30P
1301,W - 8:00A - 9:15A
1302,TBA
1303,TBA
1304,TBA
1305,TBA
1306,TBA
1307,TBA
1308,M W F - 10:25A - 11:15A
1309,T R - 9:10A - 10:00A
1310,T R - 11:10A - 12:00P
1311,T R - 2:30P - 3:20P
1312,(01) M W - 11:40A - 12:30P(11) T R - 11:10A - 12:00P
1313,M W F - 9:10A - 10:00A
1314,M W F - 1:00P - 1:50P
1315,M W F - 2:30P - 3:20P
1316,M W F - 1:00P - 1:50P
1317,M W F - 11:40A - 12:30P
1318,M W F - 2:30P - 3:20P
1319,M W F - 10:25A - 11:15A
1320,T R - 11:10A - 12:00P
1321,T R - 2:30P - 3:20P
1322,T R - 9:10A - 10:00A
1323,M W F - 10:25A - 11:15A
1324,M W F - 11:40A - 12:30P
1325,W - 3:55P - 5:35P
1326,R - 2:30P - 3:20P
1327,R - 3:55P - 4:45P
1328,M W F - 2:30P - 3:20P
1329,W - 3:55P - 5:35P
1330,T - 3:55P - 4:45P
1331,M W F - 2:00P - 4:30P
1332,M W F - 1:00P - 1:50P
1333,M W F - 1:00P - 1:50P
1334,W - 3:55P - 5:35P
1335,M W - 11:30A - 12:45P
1336,M W - 11:10A - 12:25P
1337,M W F - 9:10A - 10:00A
1338,M W F - 10:25A - 11:15A
1339,M W F - 11:40A - 12:30P
1340,M W F - 8:00A - 8:50A
1341,M W F - 10:25A - 11:15A
1342,M W F - 11:40A - 12:30P
1343,T W R - 1:00P - 4:00P
1344,M W - 12:45P - 2:00P
1345,M W - 11:10A - 12:25P
1346,M W F - 8:00A - 8:50A
1347,M W F - 10:25A - 11:15A
1348,M W F - 9:10A - 10:00A
1349,M W F - 10:25A - 11:15A
1350,M W F - 1:00P - 1:50P
1351,M W F - 1:00P - 1:50P
1352,M W F - 2:30P - 3:20P
1353,M W F - 4:05P - 4:55P
1354,M W F - 2:30P - 3:20P
1355,M T W R - 1:00P - 3:30P
1356,M W F - 9:10A - 10:00A
1357,M W F - 9:10A - 10:00A
1358,M W F - 11:40A - 12:30P
1359,M W F - 1:00P - 1:50P
1360,M W F - 2:30P - 3:20P
1361,M W F - 10:25A - 11:15A
1362,M W F - 10:25A - 11:15A
1363,M W F - 11:40A - 12:30P
1364,M T W R - 11:10A - 12:25P
1365,M W F - 1:00P - 1:50P
1366,M W F - 2:30P - 3:20P
1367,M W F - 9:10A - 10:00A
1368,M W F - 10:25A - 11:15A
1369,M W F - 11:40A - 12:30P
1370,M W F - 1:00P - 1:50P
1371,M W F - 10:25A - 11:15A
1372,(01) M W - 2:20P - 3:35P(11) R - 5:20P - 6:45P
1373,T W R - 6:00P - 8:00P
1374,T R - 9:35A - 10:50A
1375,T R - 12:45P - 2:00P
1376,M W - 12:45P - 2:00P
1377,T R - 12:45P - 2:00P
1378,T R - 11:10A - 12:25P
1379,M W - 2:20P - 3:35P
1380,M W F - 11:40A - 12:30P
1381,T R - 12:45P - 2:00P
1382,T R - 2:20P - 3:35P
1383,M W - 12:45P - 2:00P
1384,M W - 2:20P - 3:35P
1385,M W - 9:35A - 10:50A
1386,M - 4:00P - 5:00P
1387,TBA
1388,M W - 11:10A - 12:25P
1389,M W - 9:35A - 10:50A
1390,T R - 11:10A - 12:25P
1391,M W - 12:45P - 2:00P
1392,T R - 9:35A - 10:50A
1393,M W - 3:55P - 5:10P
1394,M W - 1:00P - 3:00P
1395,TBA
1396,TBA
1397,TBA
1398,TBA
1399,TBA
1400,TBA
1401,TBA
1402,TBA
1403,TBA
1404,TBA
1405,M W F - 8:00A - 8:50A
1406,M W F - 9:10A - 10:00A
1407,T - 3:55P - 6:40P
1408,R - 3:55P - 6:40P
1409,W - 3:55P - 6:40P
1410,M - 3:55P - 6:40P
1411,TBA
1412,TBA
1413,TBA
1414,TBA
1415,TBA
1416,TBA
1417,TBA
1418,TBA
1419,TBA
1420,TBA
1421,TBA
1422,TBA
1423,TBA
1424,TBA
1425,M W - 9:35A - 10:50A
1426,M W - 12:45P - 2:00P
1427,M W - 2:20P - 3:35P
1428,T R - 9:35A - 10:50A
1429,T R - 11:10A - 12:25P
1430,T R - 12:45P - 2:00P
1431,T R - 2:20P - 3:35P
1432,T R - 3:55P - 5:10P
1433,M W - 12:45P - 2:00P
1434,M W - 2:20P - 3:35P
1435,M W - 11:10A - 12:25P
1436,T R - 11:10A - 12:25P
1437,T R - 3:55P - 5:10P
1438,T R - 5:30P - 6:45P
1439,M W - 8:00A - 9:15A
1440,M W - 12:45P - 2:00P
1441,M W - 11:10A - 12:25P
1442,T R - 9:35A - 10:50A
1443,T R - 11:10A - 12:25P
1444,M W - 9:35A - 10:50A
1445,M W - 3:55P - 5:10P
1446,T R - 2:20P - 3:35P
1447,M W - 12:45P - 2:00P
1448,T R - 12:45P - 2:00P
1449,T R - 3:00P - 4:45P
1450,T R - 10:00A - 11:50A
1451,T R - 1:00P - 2:45P
1452,T R - 8:00A - 9:45A
1453,M W - 3:00P - 4:45P
1454,M W - 3:00P - 4:45P
1455,M W - 8:00A - 9:45A
1456,T R - 3:00P - 4:50P
1457,T R - 1:00P - 2:45P
1458,M T W R F - 1:00P - 1:50P
1459,(01) M W - 12:45P - 2:00P(11) F - 1:00P - 1:50P
1460,(01) M W - 2:20P - 3:35P(11) F - 2:30P - 3:20P
1461,T R - 2:20P - 3:35P
1462,M W F - 10:25A - 11:15A
1463,M W - 12:45P - 2:00P
1464,M - 5:40P - 6:40P
1465,M T W R - 1:30P - 2:30P
1466,T R - 2:20P - 3:35P
1467,M W F - 9:10A - 10:00A
1468,TBA
1469,M T W R F - 1:00P - 1:50P
1470,(01) M W - 12:45P - 2:00P(11) F - 1:00P - 1:50P
1471,M W F - 10:25A - 11:15A
1472,T R - 5:30P - 7:15P
1473,T - 2:30P - 3:20P
1474,R - 9:35A - 10:25A
1475,T - 3:55P - 5:55P
1476,T - 2:30P - 3:20P
1477,R - 2:30P - 3:20P
1478,T - 3:55P - 5:55P
1479,T R - 11:10A - 12:25P
1480,T R - 2:20P - 3:35P
1481,T - 3:55P - 5:55P
1482,T R - 2:20P - 3:35P
1483,T R - 11:10A - 12:25P
1484,T - 3:55P - 5:55P
1485,M W - 5:30P - 6:45P
1486,M W - 12:45P - 2:00P
1487,T R - 9:35A - 10:50A
1488,T R - 7:05P - 8:20P
1489,T R - 12:45P - 2:00P
1490,M W - 3:55P - 5:10P
1491,M W - 2:20P - 3:35P
1492,M W F - 10:25A - 11:15A
1493,T R - 9:35A - 10:50A
1494,T R - 9:35A - 10:50A
1495,T R - 11:10A - 12:25P
1496,T R - 2:20P - 3:35P
1497,T R - 12:45P - 2:00P
1498,T R - 5:30P - 6:45P
1499,M W - 5:30P - 6:45P
1500,M W - 5:30P - 6:45P
1501,M W - 12:45P - 2:00P
1502,M W - 12:45P - 2:00P
1503,M W - 12:45P - 2:00P
1504,T R - 9:35A - 10:50A
1505,T R - 12:45P - 2:00P
1506,T R - 12:45P - 2:00P
1507,T R - 12:45P - 2:00P
1508,M W - 7:05P - 8:20P
1509,M W - 7:05P - 8:20P
1510,M W - 5:30P - 6:45P
1511,M W - 5:30P - 6:45P
1512,M W - 3:55P - 5:10P
1513,M W - 3:55P - 5:10P
1514,M W - 2:20P - 3:35P
1515,M W - 2:20P - 3:35P
1516,M W - 2:20P - 3:35P
1517,M W F - 10:25A - 11:15A
1518,M W F - 10:25A - 11:15A
1519,M W F - 10:25A - 11:15A
1520,T R - 2:20P - 3:35P
1521,T R - 7:05P - 8:20P
1522,T R - 7:05P - 8:20P
1523,T R - 7:05P - 8:20P
1524,T R - 7:05P - 8:20P
1525,T R - 7:05P - 8:20P
1526,W - 6:00P - 8:00P
1527,M W - 9:35A - 10:50A
1528,M W - 12:45P - 2:00P
1529,M W - 3:55P - 5:10P
1530,M W - 3:55P - 5:10P
1531,T R - 5:30P - 6:45P
1532,M W - 2:20P - 3:35P
1533,M W F - 2:30P - 3:20P
1534,T R - 11:10A - 12:25P
1535,F - 1:00P - 1:50P
1536,M - 7:00P - 9:30P
1537,TBA
1538,T R - 9:35A - 10:50A
1539,M W - 11:10A - 12:25P
1540,T R - 11:10A - 12:25P
1541,T R - 11:10A - 12:25P
1542,M W - 11:10A - 12:25P
1543,M W - 11:10A - 12:25P
1544,T R - 3:55P - 5:10P
1545,T R - 12:45P - 2:00P
1546,T R - 12:45P - 2:00P
1547,M W - 9:35A - 10:50A
1548,M W - 9:35A - 10:50A
1549,T R - 11:10A - 12:25P
1550,TBA
1551,TBA
1552,TBA
1553,TBA
1554,TBA
1555,TBA
1556,TBA
1557,TBA
1558,TBA
1559,TBA
1560,TBA
1561,TBA
1562,TBA
1563,TBA
1564,TBA
1565,TBA
1566,TBA
1567,TBA
1568,TBA
1569,TBA
1570,TBA
1571,TBA
1572,TBA
1573,TBA
1574,TBA
1575,TBA
1576,TBA
1577,TBA
1578,TBA
1579,TBA
1580,TBA
1581,TBA
1582,TBA
1583,TBA
1584,T - 3:55P - 6:40P
1585,R - 3:55P - 6:40P
1586,T R - 11:10A - 12:25P
1587,F - 9:00A - 10:00A
1588,F - 1:30P - 3:00P
1589,T - 3:55P - 6:40P
1590,F - 12:45P - 3:30P
1591,M - 3:55P - 5:25P
1592,R - 3:55P - 6:40P
1593,T - 9:00A - 10:00A
1594,M - 11:15A - 12:15P
1595,M - 2:30P - 3:30P
1596,T R - 11:10A - 12:25P
1597,W - 12:45P - 3:30P
1598,T - 1:45P - 2:45P
1599,R - 12:45P - 3:30P
1600,F - 3:55P - 5:25P
1601,M W - 9:35A - 10:50A
1602,TBA
1603,TBA
1604,TBA
1605,TBA
1606,TBA
1607,TBA
1608,TBA
1609,T R - 11:10A - 12:25P
1610,M W - 9:35A - 10:50A
1611,M W - 9:35A - 10:50A
1612,T R - 2:20P - 3:35P
1613,T R - 2:20P - 3:35P
1614,T R - 2:20P - 3:35P
1615,T R - 2:20P - 3:35P
1616,T R - 12:45P - 2:00P
1617,T R - 12:45P - 2:00P
1618,T R - 12:45P - 2:00P
1619,T R - 12:45P - 2:00P
1620,TBA
1621,M W - 12:45P - 2:00P
1622,M W - 12:45P - 2:00P
1623,M W - 12:45P - 2:00P
1624,M W - 12:45P - 2:00P
1625,R - 3:55P - 6:45P
1626,T - 3:55P - 6:45P
1627,T R - 11:10A - 12:25P
1628,T R - 11:10A - 12:25P
1629,T R - 11:10A - 12:25P
1630,T R - 11:10A - 12:25P
1631,(01) M - 9:30A - 11:30A(11) T W R F - 11:00A - 1:00P
1632,T R - 11:10A - 12:25P
1633,T R - 11:10A - 12:25P
1634,T R - 11:10A - 12:25P
1635,M W - 8:00A - 9:15A
1636,W - 2:00P - 4:30P
1637,W - 2:00P - 4:30P
1638,W - 2:00P - 4:30P
1639,W - 2:00P - 4:30P
1640,T - 12:30P - 3:15P
1641,T - 12:30P - 3:15P
1642,T - 12:30P - 3:15P
1643,T - 12:30P - 3:15P
1644,W - 6:00P - 8:30P
1645,T R - 9:35A - 10:50A
1646,T R - 9:35A - 10:50A
1647,(01) M - 12:45P - 2:00P(11) W - 12:45P - 2:00P
1648,T R - 1:00P - 2:45P
1649,TBA
1650,TBA
1651,TBA
1652,TBA
1653,TBA
1654,TBA
1655,TBA
1656,TBA
1657,TBA
1658,T R - 2:20P - 3:35P
1659,T R - 11:10A - 12:25P
1660,M W - 12:45P - 2:00P
1661,T R - 11:10A - 12:25P
1662,W - 2:00P - 4:30P
1663,T - 12:30P - 3:15P
1664,T R - 9:35A - 10:50A
1665,R - 3:55P - 6:25P
1666,(01) M - 12:45P - 2:00P(11) W - 12:45P - 2:00P
1667,TBA
1668,TBA
1669,TBA
1670,TBA
1671,TBA
1672,TBA
1673,W - 6:00P - 8:30P
1674,(01) F - 5:40P - 10:40P(11) TBA
1675,TBA
1676,T - 4:15P - 5:55P
1677,TBA
1678,TBA
1679,TBA
1680,M W - 9:35A - 10:50A
1681,M T W R F - 12:00P - 2:00P
1682,M W - 9:35A - 10:50A
1683,M W F - 11:00A - 11:50A
1684,M W F - 1:00P - 1:50P
1685,T R - 12:45P - 2:00P
1686,M W - 1:00P - 1:50P
1687,M W - 2:30P - 3:20P
1688,M W - 9:10A - 10:00A
1689,M - 8:00P - 8:50P
1690,M - 8:00P - 8:50P
1691,M - 8:00P - 8:50P
1692,M - 8:00P - 8:50P
1693,M - 8:00P - 8:50P
1694,T - 8:00P - 8:50P
1695,T - 8:00P - 8:50P
1696,T - 8:00P - 8:50P
1697,T - 8:00P - 8:50P
1698,T - 8:00P - 8:50P
1699,M - 8:00P - 8:50P
1700,M - 8:00P - 8:50P
1701,M - 8:00P - 8:50P
1702,M - 8:00P - 8:50P
1703,M - 8:00P - 8:50P
1704,T - 8:00P - 8:50P
1705,T - 8:00P - 8:50P
1706,T - 8:00P - 8:50P
1707,T - 8:00P - 8:50P
1708,T - 8:00P - 8:50P
1709,M - 8:00P - 8:50P
1710,M - 8:00P - 8:50P
1711,M - 8:00P - 8:50P
1712,M - 8:00P - 8:50P
1713,M - 8:00P - 8:50P
1714,T - 8:00P - 8:50P
1715,T - 8:00P - 8:50P
1716,T - 8:00P - 8:50P
1717,T - 8:00P - 8:50P
1718,T - 8:00P - 8:50P
1719,T R - 9:35A - 10:50A
1720,T R - 12:45P - 2:00P
1721,T R - 3:55P - 5:10P
1722,T R - 11:10A - 12:25P
1723,T R - 9:35A - 10:50A
1724,T R - 9:35A - 10:50A
1725,T R - 11:10A - 12:25P
1726,M W - 11:10A - 12:25P
1727,M W - 11:10A - 12:25P
1728,M W - 9:35A - 10:50A
1729,M W - 11:10A - 12:25P
1730,M W - 12:45P - 2:00P
1731,M W - 2:20P - 3:35P
1732,T R - 12:45P - 2:00P
1733,T R - 2:20P - 3:35P
1734,M T W R F - 12:00P - 2:00P
1735,M T W R F - 12:00P - 2:00P
1736,M T W R F - 12:00P - 2:00P
1737,M W - 1:00P - 1:50P
1738,M W - 2:30P - 3:20P
1739,M W - 9:10A - 10:00A
1740,M W - 5:30P - 6:45P
1741,M W - 5:30P - 6:45P
1742,M W - 5:30P - 6:45P
1743,T R - 9:35A - 10:50A
1744,T R - 9:35A - 10:50A
1745,T R - 9:35A - 10:50A
1746,T R - 2:20P - 3:35P
1747,T R - 2:20P - 3:35P
1748,T R - 2:20P - 3:35P
1749,M W - 3:55P - 5:10P
1750,M W - 3:55P - 5:10P
1751,M W - 3:55P - 5:10P
1752,M W - 12:45P - 2:00P
1753,M W - 12:45P - 2:00P
1754,M W - 12:45P - 2:00P
1755,M W - 2:20P - 3:35P
1756,M W - 2:20P - 3:35P
1757,M W - 2:20P - 3:35P
1758,T R - 8:00A - 9:15A
1759,T R - 8:00A - 9:15A
1760,T R - 8:00A - 9:15A
1761,T R - 2:20P - 3:35P
1762,T R - 2:20P - 3:35P
1763,T R - 2:20P - 3:35P
1764,T R - 9:35A - 10:50A
1765,T R - 9:35A - 10:50A
1766,T R - 9:35A - 10:50A
1767,T R - 3:55P - 5:10P
1768,T R - 3:55P - 5:10P
1769,T R - 3:55P - 5:10P
1770,M T W R - 10:00A - 12:30P
1771,T R - 2:20P - 3:35P
1772,T R - 2:20P - 3:35P
1773,T R - 2:20P - 3:35P
1774,M W - 11:10A - 12:00P
1775,M W - 11:10A - 12:00P
1776,M W - 11:10A - 12:00P
1777,T R - 11:10A - 12:25P
1778,T R - 11:10A - 12:25P
1779,T R - 11:10A - 12:25P
1780,T R - 11:10A - 12:25P
1781,T R - 11:10A - 12:25P
1782,T R - 11:10A - 12:25P
1783,T R - 12:45P - 2:00P
1784,T R - 12:45P - 2:00P
1785,T R - 12:45P - 2:00P
1786,T R - 3:55P - 5:10P
1787,T R - 3:55P - 5:10P
1788,T R - 3:55P - 5:10P
1789,M T W R - 11:00A - 1:30P
1790,M W - 5:30P - 6:45P
1791,M W - 5:30P - 6:45P
1792,M W - 5:30P - 6:45P
1793,M W F - 4:05P - 4:55P
1794,M W F - 4:05P - 4:55P
1795,M W F - 4:05P - 4:55P
1796,M T W R - 2:00P - 4:30P
1797,M T W R - 2:00P - 4:30P
1798,M T W R - 2:00P - 4:30P
1799,M T W R - 9:00A - 11:30A
1800,T R - 12:45P - 2:00P
1801,T R - 12:45P - 2:00P
1802,T R - 12:45P - 2:00P
1803,M W - 8:00A - 9:15A
1804,M W - 8:00A - 9:15A
1805,M W - 8:00A - 9:15A
1806,M W - 3:55P - 5:10P
1807,M W - 3:55P - 5:10P
1808,M W - 3:55P - 5:10P
1809,M T W R - 2:00P - 4:00P
1810,M T W R - 2:00P - 4:00P
1811,M T W R - 2:00P - 4:00P
1812,T R - 12:45P - 2:00P
1813,T R - 12:45P - 2:00P
1814,T R - 12:45P - 2:00P
1815,M W - 2:20P - 3:35P
1816,M W - 2:20P - 3:35P
1817,M W - 2:20P - 3:35P
1818,M - 8:00P - 8:50P
1819,M - 8:00P - 8:50P
1820,M - 8:00P - 8:50P
1821,M - 8:00P - 8:50P
1822,M - 8:00P - 8:50P
1823,T - 8:00P - 8:50P
1824,T - 8:00P - 8:50P
1825,T - 8:00P - 8:50P
1826,T - 8:00P - 8:50P
1827,T - 8:00P - 8:50P
1828,M - 8:00P - 8:50P
1829,M - 8:00P - 8:50P
1830,M - 8:00P - 8:50P
1831,M - 8:00P - 8:50P
1832,M - 8:00P - 8:50P
1833,T - 8:00P - 8:50P
1834,T - 8:00P - 8:50P
1835,T - 8:00P - 8:50P
1836,T - 8:00P - 8:50P
1837,T - 8:00P - 8:50P
1838,M - 8:00P - 8:50P
1839,M - 8:00P - 8:50P
1840,M - 8:00P - 8:50P
1841,M - 8:00P - 8:50P
1842,M - 8:00P - 8:50P
1843,T - 8:00P - 8:50P
1844,T - 8:00P - 8:50P
1845,T - 8:00P - 8:50P
1846,T - 8:00P - 8:50P
1847,T - 8:00P - 8:50P
1848,F - 11:40A - 12:30P
1849,F - 11:40A - 12:30P
1850,F - 9:10A - 10:00A
1851,F - 10:25A - 11:15A
1852,T R - 9:35A - 10:50A
1853,T R - 9:35A - 10:50A
1854,T R - 9:35A - 10:50A
1855,T R - 5:30P - 6:45P
1856,T R - 5:30P - 6:45P
1857,T R - 5:30P - 6:45P
1858,M T W R - 1:00P - 2:30P
1859,M T W R - 1:00P - 2:30P
1860,M T W R - 1:00P - 2:30P
1861,W R - 9:00A - 10:20A
1862,TBA
1863,T R - 2:20P - 3:35P
1864,T R - 2:20P - 3:35P
1865,T R - 12:45P - 2:00P
1866,T R - 12:45P - 2:00P
1867,T R - 12:45P - 2:00P
1868,M W - 2:20P - 3:35P
1869,T R - 11:10A - 12:25P
1870,T R - 12:45P - 2:00P
1871,T R - 9:35A - 10:50A
1872,T R - 9:35A - 10:50A
1873,M T W R - 12:00P - 2:00P
1874,M T W R - 12:00P - 2:00P
1875,M W - 2:30P - 3:20P
1876,M W - 2:30P - 3:20P
1877,M W - 2:30P - 3:20P
1878,F - 10:25A - 11:15A
1879,F - 11:40A - 12:30P
1880,F - 1:00P - 1:50P
1881,F - 2:30P - 3:20P
1882,F - 2:30P - 3:20P
1883,M - 7:00P - 9:30P
1884,T R - 3:55P - 5:10P
1885,T R - 11:10A - 12:25P
1886,T R - 3:55P - 5:10P
1887,T R - 3:55P - 5:10P
1888,R - 5:30P - 8:15P
1889,T R - 2:20P - 3:35P
1890,T R - 9:35A - 10:50A
1891,T R - 9:35A - 10:50A
1892,M W - 2:20P - 3:35P
1893,M W - 12:45P - 2:00P
1894,M W - 12:45P - 2:00P
1895,M W - 12:45P - 2:00P
1896,M W - 2:20P - 3:35P
1897,M W - 2:20P - 3:35P
1898,T R - 12:45P - 2:00P
1899,T R - 11:10A - 12:25P
1900,T R - 8:00A - 9:15A
1901,M W - 9:35A - 10:50A
1902,M W - 11:10A - 12:25P
1903,M W - 11:10A - 12:25P
1904,T R - 12:45P - 2:00P
1905,T R - 2:20P - 3:35P
1906,M W - 9:35A - 10:50A
1907,TBA
1908,TBA
1909,TBA
1910,F - 3:30P - 7:00P
1911,R - 2:20P - 5:05P
1912,T R - 11:10A - 12:25P
1913,T R - 3:55P - 5:10P
1914,R - 3:55P - 6:40P
1915,TBA
1916,T - 9:25A - 12:05P
1917,R - 5:30P - 8:15P
1918,W - 12:30P - 3:00P
1919,T - 3:30P - 6:00P
1920,M - 12:45P - 3:15P
1921,W - 1:00P - 3:00P
1922,T R - 12:45P - 2:00P
1923,T R - 2:20P - 3:35P
1924,TBA
1925,TBA
1926,TBA
1927,W - 12:45P - 2:00P
1928,F - 1:00P - 2:30P
1929,F - 11:45A - 1:00P
1930,TBA
1931,TBA
1932,M W - 3:55P - 5:10P
1933,T R - 5:30P - 6:45P
1934,M W F - 9:10A - 10:00A
1935,T R - 9:35A - 10:50A
1936,M W F - 1:00P - 1:50P
1937,M W F - 10:25A - 11:15A
1938,T R - 12:45P - 2:00P
1939,TBA
1940,TBA
1941,TBA
1942,T - 2:15P - 3:30P
1943,T - 3:40P - 4:55P
1944,T - 5:05P - 6:20P
1945,W - 3:40P - 4:55P
1946,W - 5:05P - 6:20P
1947,M - 3:30P - 4:20P
1948,M - 4:30P - 5:20P
1949,M - 3:30P - 4:20P
1950,M - 4:30P - 5:20P
1951,T - 2:30P - 3:20P
1952,T - 3:30P - 4:20P
1953,T - 4:30P - 5:20P
1954,M - 2:30P - 3:20P
1955,T R - 3:00P - 4:30P
1956,TBA
1957,T R - 2:20P - 3:35P
1958,M W F - 9:10A - 10:00A
1959,M W - 12:45P - 2:00P
1960,T R - 11:10A - 12:25P
1961,M W F - 5:40P - 6:30P
1962,T R - 9:35A - 10:50A
1963,TBA
1964,TBA
1965,TBA
1966,TBA
1967,TBA
1968,T R - 2:20P - 3:35P
1969,T R - 11:10A - 12:25P
1970,T R - 3:55P - 5:10P
1971,M W - 12:45P - 2:00P
1972,M W - 2:20P - 3:35P
1973,T R - 11:10A - 12:25P
1974,M W - 2:20P - 3:35P
1975,T R - 12:45P - 2:00P
1976,TBA
1977,TBA
1978,TBA
1979,M W F - 2:00P - 4:00P
1980,M W - 12:45P - 2:00P
1981,M W F - 2:30P - 3:20P
1982,M W F - 1:00P - 1:50P
1983,T R - 3:55P - 5:10P
1984,T R - 12:45P - 2:00P
1985,M W F - 9:10A - 10:00A
1986,M W F - 11:40A - 12:30P
1987,T R - 9:35A - 10:50A
1988,M - 3:55P - 6:40P
1989,T R - 2:20P - 3:35P
1990,TBA
1991,TBA
1992,TBA
1993,TBA
1994,TBA
1995,TBA
1996,TBA
1997,TBA
1998,TBA
1999,TBA
2000,TBA
2001,TBA
2002,TBA
2003,TBA
2004,TBA
2005,TBA
2006,TBA
2007,TBA
2008,TBA
2009,TBA
2010,TBA
2011,TBA
2012,TBA
2013,TBA
2014,TBA
2015,TBA
2016,TBA
2017,TBA
2018,TBA
2019,TBA
2020,TBA
2021,TBA
2022,TBA
2023,TBA
2024,TBA
2025,T R - 12:45P - 2:00P
2026,T R - 5:30P - 6:45P
2027,T R - 11:10A - 12:25P
2028,M W - 3:55P - 5:10P
2029,M W - 2:20P - 3:35P
2030,M W - 2:20P - 3:35P
2031,T R - 12:45P - 2:00P
2032,M W - 12:45P - 2:00P
2033,M W F - 2:30P - 3:20P
2034,M W F - 1:00P - 1:50P
2035,T R - 9:35A - 10:50A
